date,location,dayLength,dayLengthSeconds
2021-03-29,"Kigali, Rwanda",12:05:47,43547
2021-03-29,"Wells, Maine",12:38:29,45509
2021-03-29,"Anchorage, Alaska",13:11:49,47509
2021-03-29,"Los Angeles",12:29:21,44961
2021-03-29,"Copenhagen",12:56:19,46579
2021-03-29,"Hong Kong",12:19:25,44365
2021-03-29,"Tromsø, Norway",13:41:27,49287
2021-03-30,"Wells, Maine",12:41:26,45686
2021-03-30,"Cape Town",11:45:54,42354
2021-03-30,"Anchorage, Alaska",13:17:34,47854
2021-03-30,"Torres del Paine, Chile",11:28:56,41336
2021-03-30,"New York",12:38:16,45496
2021-03-30,"Queenstown, New Zealand",11:37:44,41864
2021-03-30,"Tromsø, Norway",13:50:05,49805
2021-03-30,"Kigali, Rwanda",12:05:41,43541
2021-03-30,"Los Angeles",12:31:29,45089
2021-03-30,"Copenhagen",13:00:56,46856
2021-03-30,"Hong Kong",12:20:43,44443
2021-03-31,"Kigali, Rwanda",12:05:35,43535
2021-03-31,"Wells, Maine",12:44:24,45864
2021-03-31,"Copenhagen",13:05:33,47133
2021-03-31,"Anchorage, Alaska",13:23:20,48200
2021-03-31,"Hong Kong",12:21:59,44519
2021-03-31,"Torres del Paine, Chile",11:25:06,41106
2021-03-31,"New York",12:40:58,45658
2021-03-31,"Tromsø, Norway",13:58:45,50325
2021-03-31,"Queenstown, New Zealand",11:34:37,41677
2021-03-31,"Los Angeles",12:33:35,45215
2021-03-31,"Cape Town",11:43:49,42229
2021-04-01,"Los Angeles",12:35:42,45342
2021-04-01,"New York",12:43:39,45819
2021-04-01,"Wells, Maine",12:47:20,46040
2021-04-01,"Anchorage, Alaska",13:29:04,48544
2021-04-01,"Hong Kong",12:23:17,44597
2021-04-01,"Cape Town",11:41:43,42103
2021-04-01,"Torres del Paine, Chile",11:21:17,40877
2021-04-01,"Kigali, Rwanda",12:05:29,43529
2021-04-01,"Queenstown, New Zealand",11:31:30,41490
2021-04-01,"Copenhagen",13:10:09,47409
2021-04-01,"Tromsø, Norway",14:07:26,50846
2021-04-02,"Kigali, Rwanda",12:05:22,43522
2021-04-02,"Torres del Paine, Chile",11:17:27,40647
2021-04-02,"Wells, Maine",12:50:17,46217
2021-04-02,"Cape Town",11:39:39,41979
2021-04-02,"New York",12:46:19,45979
2021-04-02,"Anchorage, Alaska",13:34:49,48889
2021-04-02,"Tromsø, Norway",14:16:09,51369
2021-04-02,"Queenstown, New Zealand",11:28:24,41304
2021-04-02,"Los Angeles",12:37:47,45467
2021-04-02,"Copenhagen",13:14:44,47684
2021-04-02,"Hong Kong",12:24:34,44674
2021-04-03,"Hong Kong",12:25:51,44751
2021-04-03,"Queenstown, New Zealand",11:25:18,41118
2021-04-03,"Cape Town",11:37:35,41855
2021-04-03,"Anchorage, Alaska",13:40:34,49234
2021-04-03,"New York",12:49:00,46140
2021-04-03,"Los Angeles",12:39:54,45594
2021-04-03,"Tromsø, Norway",14:24:54,51894
2021-04-03,"Copenhagen",13:19:19,47959
2021-04-03,"Wells, Maine",12:53:12,46392
2021-04-03,"Torres del Paine, Chile",11:13:39,40419
2021-04-03,"Kigali, Rwanda",12:05:17,43517
2021-04-04,"Hong Kong",12:27:07,44827
2021-04-04,"Torres del Paine, Chile",11:09:50,40190
2021-04-04,"Queenstown, New Zealand",11:22:12,40932
2021-04-04,"Cape Town",11:35:30,41730
2021-04-04,"New York",12:51:40,46300
2021-04-04,"Los Angeles",12:41:59,45719
2021-04-04,"Wells, Maine",12:56:08,46568
2021-04-04,"Anchorage, Alaska",13:46:19,49579
2021-04-04,"Tromsø, Norway",14:33:39,52419
2021-04-04,"Copenhagen",13:23:55,48235
2021-04-04,"Kigali, Rwanda",12:05:10,43510
2021-04-05,"Los Angeles",12:44:04,45844
2021-04-05,"Hong Kong",12:28:24,44904
2021-04-05,"Tromsø, Norway",14:42:27,52947
2021-04-05,"Kigali, Rwanda",12:05:04,43504
2021-04-05,"Torres del Paine, Chile",11:06:02,39962
2021-04-05,"Copenhagen",13:28:30,48510
2021-04-05,"Cape Town",11:33:27,41607
2021-04-05,"New York",12:54:20,46460
2021-04-05,"Queenstown, New Zealand",11:19:08,40748
2021-04-05,"Wells, Maine",12:59:03,46743
2021-04-05,"Anchorage, Alaska",13:52:04,49924
2021-04-06,"Torres del Paine, Chile",11:02:16,39736
2021-04-06,"Kigali, Rwanda",12:04:58,43498
2021-04-06,"Copenhagen",13:33:04,48784
2021-04-06,"Wells, Maine",13:01:58,46918
2021-04-06,"Cape Town",11:31:24,41484
2021-04-06,"Queenstown, New Zealand",11:16:04,40564
2021-04-06,"Los Angeles",12:46:08,45968
2021-04-06,"New York",12:56:59,46619
2021-04-06,"Tromsø, Norway",14:51:17,53477
2021-04-06,"Hong Kong",12:29:40,44980
2021-04-06,"Anchorage, Alaska",13:57:48,50268
2021-04-07,"Wells, Maine",13:04:52,47092
2021-04-07,"Tromsø, Norway",15:00:10,54010
2021-04-07,"Copenhagen",13:37:39,49059
2021-04-07,"Hong Kong",12:30:56,45056
2021-04-07,"New York",12:59:38,46778
2021-04-07,"Cape Town",11:29:21,41361
2021-04-07,"Kigali, Rwanda",12:04:53,43493
2021-04-07,"Los Angeles",12:48:13,46093
2021-04-07,"Torres del Paine, Chile",10:58:29,39509
2021-04-07,"Anchorage, Alaska",14:03:33,50613
2021-04-07,"Queenstown, New Zealand",11:13:00,40380
2021-04-08,"Kigali, Rwanda",12:04:46,43486
2021-04-08,"Anchorage, Alaska",14:09:18,50958
2021-04-08,"Queenstown, New Zealand",11:09:57,40197
2021-04-08,"Copenhagen",13:42:12,49332
2021-04-08,"Torres del Paine, Chile",10:54:44,39284
2021-04-08,"Cape Town",11:27:18,41238
2021-04-08,"New York",13:02:16,46936
2021-04-08,"Wells, Maine",13:07:46,47266
2021-04-08,"Hong Kong",12:32:11,45131
2021-04-08,"Tromsø, Norway",15:09:05,54545
2021-04-08,"Los Angeles",12:50:17,46217
2021-04-09,"Wells, Maine",13:10:39,47439
2021-04-09,"Los Angeles",12:52:21,46341
2021-04-09,"Cape Town",11:25:17,41117
2021-04-09,"Torres del Paine, Chile",10:50:58,39058
2021-04-09,"Anchorage, Alaska",14:15:02,51302
2021-04-09,"Kigali, Rwanda",12:04:40,43480
2021-04-09,"Tromsø, Norway",15:18:02,55082
2021-04-09,"Copenhagen",13:46:45,49605
2021-04-09,"Queenstown, New Zealand",11:06:54,40014
2021-04-09,"New York",13:04:55,47095
2021-04-09,"Hong Kong",12:33:26,45206
